rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
40,1900,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals;clinical-neuroai,Progress in Psychiatry,Unknown authors,The Hospital,0,39.6,previous chapter tlie causation of insanity was considered under tlie headings of Heredity and Stress.,high citation signal (0); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/8c0bd051cfc93781f318a5318ff197fb9900c010,,8c0bd051cfc93781f318a5318ff197fb9900c010
41,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"The Functional Cells in the Cerebral Cortex. (Journ. Comp. Neur., June, 1899.) Thompson, Helen",H. Ellis,Unknown venue,0,35.2,"Positions The Functional Cells in the Cerebral Cortex. (Journ. Comp. Neur., June, 1899.) Thompson, Helen within General Brain Science and Reviews.",high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/BJP.46.194.565,10.1192/BJP.46.194.565,9d049e34e3f56dc36b00f58c4ccec689ce4ab7ea
42,1900,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neuroimaging;neural-signals;clinical-neuroai,Annotations,Unknown authors,The Hospital,0,36.8,generally held that levels of serum albumin below 3.1 g.,high citation signal (0); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/bmj.2.5204.1003,10.1136/bmj.2.5204.1003,9ef15722a302036b859a96bcb76e37363df3ccb8
43,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Nerve Cells of the Human Cortex,Unknown authors,American Naturalist,0,33.2,Positions Nerve Cells of the Human Cortex within General Brain Science and Reviews.,high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1086/277541,10.1086/277541,f99c518274e8e8105a5dd84b6fa8dfc6be9d5c6e
44,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"On the Structure of Brain Cells and their Degeneration in General Diseases. (Lancet, May 27th, 1899.) Campbell Thomson, H.",W. Penfold,Unknown venue,0,33.2,"Positions On the Structure of Brain Cells and their Degeneration in General Diseases. (Lancet, May 27th, 1899.) Campbell Thomson, H. within General Brain Science and Reviews.",high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/BJP.46.194.562,10.1192/BJP.46.194.562,c3bdb86149de57d4341d92306722e81f4106e768
45,1900,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals;clinical-neuroai,Annotations,Unknown authors,The Hospital,0,33.6,"apparent in the quiet of a hospital. Disturbances of intellect and of personality of this kind cannot be demonstrated by ordinary methods of testing, but the rare patient whose activities are on a high enough plane and who can be honestly introspective will convince the observer of their reality.",high citation signal (0); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/bmj.1.4404.775,10.1136/bmj.1.4404.775,67562fe4b15dfb7125612713e7e63e8ec50b092f
46,1900,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure;neuroimaging;neural-signals;clinical-neuroai,Insomnia,W. Broadbent,The Hospital,0,37.8,of a Clinical Lecture delivered by Sir William H.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.32388/jxpzdd,10.32388/jxpzdd,a50173c3266b9e4ed05b65fa3bc59091e46252f2
47,1900,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Neurology,W. C. Krauss,Buffalo Medical Journal,0,35.4,[101] Experimental alteration of brain bulk.-L.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/jnnp.s1-3.12.355,10.1136/jnnp.s1-3.12.355,d087dd0a2e2635697f8ada746b45c5c0f9607af3
48,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Neurology,W. C. Krauss,Buffalo medical journal,0,33.4,The dark pigment neuromelanin (NM) is abundant in cell bodies of dopamine (DA) neurons in the substantia nigra (SN) and norepinephrine (NE) neurons in the locus coeruleus (LC) in the human brain.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/jnnp.s1-2.7.269,10.1136/jnnp.s1-2.7.269,64ea613195da120276a3e043693c847bd9da88fb
49,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Relation between Nervous and Glandular Tissue in Ascidians,W. E. Ritter,American Naturalist,0,32.2,Relation between Nervous and Glandular Tissue in Ascidians.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1086/277774,10.1086/277774,2d5ea892de845aca5420377d6e1334c83a3d3c30
50,1900,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,The Cortical Localization of Sight and Hearing. Report of a Case of Blindness (Slight Light-perception Remaining) and Deafness Due to Cerebral Lesions,C. Good,Unknown venue,0,32.2,Positions The Cortical Localization of Sight and Hearing. Report of a Case of Blindness (Slight Light-perception Remaining) and Deafness Due to Cerebral Lesions within Cognitive and Systems Neuroscience.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00000441-190012000-00002,10.1097/00000441-190012000-00002,340c40fd5424a30acbe5cb8f05f8bc2923021d2c
51,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,THE DIFFERENTIATION OF CHOREA AND THE DISORDERS SIMULATING IT.,A. Eshner,Unknown venue,0,32.2,"In some of its aspects true chorea, the chorea of Sydenham, presents the features of an acute infectious disease.",high citation signal (0); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/jama.1900.24620290015002d,10.1001/jama.1900.24620290015002d,d97c666cbd3c8f2f747bf88edf7236060e518deb
52,1900,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,Walsham's Theory and Practice of Surgery,T. A. A. nTTTTnnrTTr,The Indian medical gazette,0,30.4,"When the circulation of a medical work has reached the high figure of 33,000 it can safely be said that it has passed beyond the pale of criticism, and needs very little introduction to the reader.",high citation signal (0); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/92f34a5b136655a0f8d65da748c08f9684396a52,,92f34a5b136655a0f8d65da748c08f9684396a52
53,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;clinical-neuroai,Annotations,Lawrence Abel,The Hospital,0,28.4,tumour inhibitors a new potential. Recently Mr.,high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/bmj.1.5177.941,10.1136/bmj.1.5177.941,87b01eaa9395b6196f68be6caea17a1e247c8f8b
54,1900,"Electrophysiology, Neural Signals, and AI Decoding",neural-signals,Antitoxins in the Prevention and Treatment of Disease,E. A. Woldert,Texas medical journal,0,27.2,ed for Texas Medical Journal. Antitoxins in the Prevention and Treatment of Disease.,high citation signal (0),"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Signal drift, artifacts, and session effects can limit real-world decoding reliability.",https://www.semanticscholar.org/paper/7cb458271fd1c79739c27fbd77b9c36bdfc4fc3f,,7cb458271fd1c79739c27fbd77b9c36bdfc4fc3f
55,1900,Structural Neuroimaging and AI,brain-structure;machine-learning,"INFANTILE CEREBRAL PALSY.: CLASSIFICATION OF TWENTY-FIVE CASES, WITH ILLUSTRATIONS.",A. C. Cotton,Unknown venue,0,31.4,"Positions INFANTILE CEREBRAL PALSY.: CLASSIFICATION OF TWENTY-FIVE CASES, WITH ILLUSTRATIONS. within General Brain Science and Reviews.",high citation signal (0); open-access PDF metadata; explicit AI/modeling signal; brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1001/JAMA.1900.24620370001001,10.1001/JAMA.1900.24620370001001,5615120432738f58b9b9bf31119ccc2a74ee2dbf
56,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Lantern Demonstration on Changes in the Cortical Nerve-cells in General Paralysis,G. Watson,Unknown venue,0,27.2,Positions Lantern Demonstration on Changes in the Cortical Nerve-cells in General Paralysis within General Brain Science and Reviews.,high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/bjp.46.195.714,10.1192/bjp.46.195.714,8c82514c93b22efac52078f9283908be20461e43
