rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
40,1900,Structural Neuroimaging and AI,brain-structure;machine-learning,"INFANTILE CEREBRAL PALSY.: CLASSIFICATION OF TWENTY-FIVE CASES, WITH ILLUSTRATIONS.",A. C. Cotton,Unknown venue,0,33.4,"Positions INFANTILE CEREBRAL PALSY.: CLASSIFICATION OF TWENTY-FIVE CASES, WITH ILLUSTRATIONS. within General Brain Science and Reviews.",high citation signal (0); open-access PDF metadata; explicit AI/modeling signal; brain-structure signal,"Scanner, site, protocol, and preprocessing differences can be learned as shortcuts by AI models.; High predictive accuracy does not guarantee anatomical validity or causal interpretation.; Model performance should be checked for leakage, confounding, calibration, and external validity.",https://doi.org/10.1001/JAMA.1900.24620370001001,10.1001/JAMA.1900.24620370001001,5615120432738f58b9b9bf31119ccc2a74ee2dbf
41,1900,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals;clinical-neuroai,Progress in Psychiatry,Unknown authors,The Hospital,0,15.6,previous chapter tlie causation of insanity was considered under tlie headings of Heredity and Stress.,high citation signal (0); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/8c0bd051cfc93781f318a5318ff197fb9900c010,,8c0bd051cfc93781f318a5318ff197fb9900c010
42,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"The Functional Cells in the Cerebral Cortex. (Journ. Comp. Neur., June, 1899.) Thompson, Helen",H. Ellis,Unknown venue,0,13.2,"Positions The Functional Cells in the Cerebral Cortex. (Journ. Comp. Neur., June, 1899.) Thompson, Helen within General Brain Science and Reviews.",high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/BJP.46.194.565,10.1192/BJP.46.194.565,9d049e34e3f56dc36b00f58c4ccec689ce4ab7ea
43,1900,General Brain-AI Structure Reviews and Methods,brain-structure,135 Ueber einen Fall von Commotio cerebri mct bemerkenswerthen Veränderungen im Gehirn. (A Case of Cerebral Commotion with Remarkable Alterations in the Brain),Sailer,Unknown venue,0,14.2,Positions 135 Ueber einen Fall von Commotio cerebri mct bemerkenswerthen Veränderungen im Gehirn. (A Case of Cerebral Commotion with Remarkable Alterations in the Brain) within General Brain Science and Reviews.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00005053-190012000-00028,10.1097/00005053-190012000-00028,6ad189b40a10208f94e0122801321069dd7ffac7
44,1900,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neuroimaging;neural-signals;clinical-neuroai,Annotations,Unknown authors,The Hospital,0,14.8,generally held that levels of serum albumin below 3.1 g.,high citation signal (0); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/bmj.2.5204.1003,10.1136/bmj.2.5204.1003,9ef15722a302036b859a96bcb76e37363df3ccb8
45,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure;neural-signals;clinical-neuroai,Annotations,Unknown authors,The Hospital,0,13.6,"apparent in the quiet of a hospital. Disturbances of intellect and of personality of this kind cannot be demonstrated by ordinary methods of testing, but the rare patient whose activities are on a high enough plane and who can be honestly introspective will convince the observer of their reality.",high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/bmj.1.4404.775,10.1136/bmj.1.4404.775,67562fe4b15dfb7125612713e7e63e8ec50b092f
46,1900,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Nerve Cells of the Human Cortex,Unknown authors,American Naturalist,0,11.2,Positions Nerve Cells of the Human Cortex within General Brain Science and Reviews.,high citation signal (0); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1086/277541,10.1086/277541,f99c518274e8e8105a5dd84b6fa8dfc6be9d5c6e
47,1900,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,PROBABLE BRAIN TUMOR WITH RECOVERY.,W. A. Jones,Unknown venue,0,15.4,The case which I have thehonor to present belongs to that interesting category where complete recovery of the patient leaves the question of diagnosis forever in doubt.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/jama.1900.24610040023001g,10.1001/jama.1900.24610040023001g,db7b52c4ac38d53fea8788bf98a0e03c469a454c
48,1900,"Cognitive Architectures, Learning, and Systems Neuroscience",brain-structure,Progress in Medicine,Unknown authors,The Hospital,0,11.2,"not looked for in the others. The mental condition was always changed, generally in the direction of weakness of intellect and memory, somnolence, &c.",high citation signal (0); brain-structure signal,"Task designs can oversimplify cognition and limit ecological validity.; Circuit-behavior correlations need causal perturbation or strong model comparison before mechanistic claims are secure.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/62d5e7b542aa23da4296cb153b15257111e11702,,62d5e7b542aa23da4296cb153b15257111e11702
49,1900,General Brain-AI Structure Reviews and Methods,brain-structure,136 Gehirn-Substanz In Nervenkrankheiten (Use of Brain Substance in Nervous Disease),Jelliffe Na,Unknown venue,0,12.2,Positions 136 Gehirn-Substanz In Nervenkrankheiten (Use of Brain Substance in Nervous Disease) within General Brain Science and Reviews.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00005053-190011000-00019,10.1097/00005053-190011000-00019,4fab8464449ecdde01a789de3560268f5ea47783
50,1900,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,149 Prognose und Therapie Gehirn Lues (The Prognosis and Therapeutics of Syphilis of the Brain),Sailer,Unknown venue,0,10.4,Positions 149 Prognose und Therapie Gehirn Lues (The Prognosis and Therapeutics of Syphilis of the Brain) within General Brain Science and Reviews.,high citation signal (0); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00005053-190012000-00024,10.1097/00005053-190012000-00024,4047af54934b1c58ece1d8fd5962c71a3dd3903a
51,1900,General Brain-AI Structure Reviews and Methods,brain-structure,21. EIN FALL VON DIFFUSER SARKOMATOSE DER GESAMTEN PIA MATER DES GEHIRNS UND RÜCKENMARKS (A Case of Diffuse Sarcomatosis of the Entire Pia of the Brain and Cord),Spiller,Unknown venue,0,12.2,Positions 21. EIN FALL VON DIFFUSER SARKOMATOSE DER GESAMTEN PIA MATER DES GEHIRNS UND RÜCKENMARKS (A Case of Diffuse Sarcomatosis of the Entire Pia of the Brain and Cord) within General Brain Science and Reviews.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00005053-190003000-00009,10.1097/00005053-190003000-00009,b4eea23799e7200ef8853d018cec8f5eb72eb3c7
52,1900,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,"A Case of Echinococcus of Brain, Liver, Diaphragm, with a Comment on Late Epilepsy [Ein Fall von Echinococcus des Gehirns, der Leber und des Bauchfells, nebst einer Bemerkung zur sogenannten Späte-epilepsie]. (Psychiat. Wochens., No. 42, 1900.) Krüger",W. J. Penfold,Unknown venue,0,10.4,"Positions A Case of Echinococcus of Brain, Liver, Diaphragm, with a Comment on Late Epilepsy [Ein Fall von Echinococcus des Gehirns, der Leber und des Bauchfells, nebst einer Bemerkung zur sogenannten Späte-epilepsie]. (Psychiat. Wochens., No. 42, 1900.) Krüger within Clinical Neurology and Neurodegeneration.",high citation signal (0); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/BJP.46.194.585,10.1192/BJP.46.194.585,1631ef7bbf9aed684fdb03cf5f51996b822853d4
53,1900,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,A FEW CASES OF BRAIN INJURY CLINICALLY EXAMINED.,E. Dyer,Unknown venue,0,13.4,Positions A FEW CASES OF BRAIN INJURY CLINICALLY EXAMINED. within Clinical Neurology and Neurodegeneration.,high citation signal (0); open-access PDF metadata; brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/S0140-6736(01)78187-1,10.1016/S0140-6736(01)78187-1,9310eaee326361188f8ef8dbdf1bfe0f272dde8c
54,1900,General Brain-AI Structure Reviews and Methods,brain-structure,"Brain Anatomy and Psychology. (Amer. Journ. Ins., 1899, vol. lv, p. 449.) Paton, S.",J. Lord,Unknown venue,0,9.2,"Positions Brain Anatomy and Psychology. (Amer. Journ. Ins., 1899, vol. lv, p. 449.) Paton, S. within General Brain Science and Reviews.",high citation signal (0); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/BJP.46.193.359-B,10.1192/BJP.46.193.359-B,5cc98a44685740ce4679b5ca6df770be33d12837
55,1900,General Brain-AI Structure Reviews and Methods,brain-structure,"Brain Bankruptcy of Business Men. (Alien. and Neur., July, 1899.) Hughes, C. H.",G. Welsh,Unknown venue,0,9.2,"Positions Brain Bankruptcy of Business Men. (Alien. and Neur., July, 1899.) Hughes, C. H. within General Brain Science and Reviews.",high citation signal (0); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1192/BJP.46.193.369,10.1192/BJP.46.193.369,ca806c38bc7928f8d4cef40369de664f5ee5128a
